Futterart;Bestand;code;Aufwuchs;Stadium;TS [g];NEL    [MJ];NEV   [MJ];UE [MJ];APDE [g];APDN [g];OS [g];RP [g];RF [g];NDF [g];ADF   [g];Zucker [g];vOS [%];aRP [%];RA [g];Ca [g];P [g];Mg [g];K [g];Na [g];Cl  [g];S  [g];Cu  [mg];Fe  [mg];Mn  [mg];Zn  [mg];Co  [mg];Se  [mg]; [];Lysin [g/kg TS];Methionin [g/kg TS];Leucin [g/kg TS];Histidin [g/kg TS];Phenylalanin [g/kg TS];Threonin [g/kg TS];Isoleucin [g/kg TS];Valin [g/kg TS];Arginin [g/kg TS]
Grünfutter;Wiesen-Fuchsschwanz;AP23-v;folgende;3;210;4.843174775;4.652417156;8.6046502;85.68869318;88.98863406;906.5163;134.0618836;285.1968;582.6320531;320.0357;60.46710013;62.63835871;66.7718743;93.4837;3.03;3.7668;1.55;30.5;;;;;;;;;;;8.583690987;3.111587983;13.41201717;3.111587983;8.905579399;7.403433476;6.974248927;9.656652361;9.442060086
Grünfutter;Wiesen-Fuchsschwanz;AP24-v;folgende;4;220;4.563442155;4.309435349;8.178650186;79.68072144;77.833429;907.6504;117.676;295.1509318;584.5542294;344.6928;59.271;59.79292201;65.18253644;92.3496;3.34;3.5;1.53;27.8062;;;;;;;;;;;7.172508104;2.679937819;11.024087;2.500714721;7.254039668;6.176580322;5.629770664;7.822639858;7.668717094
Grünfutter;Wiesen-Fuchsschwanz;AP25-v;folgende;5;240;4.090068933;3.728642744;7.451380913;72.325013;69.57641744;908.7845;105.549696;316.5916603;641.838514;381.1058045;49.8663131;54.40797991;63.94560639;91.2155;3.69;3.243196269;1.5;24.85750044;;;;;;;;;;;6.108670025;2.35773229;9.216589862;2.036223342;6.001500375;5.251312828;4.608294931;6.430178973;6.323009324
Grünfutter;Weissklee;TR21-v;folgende;1;120;6.549549673;6.835107897;11.05198828;117.9378766;170.5746902;868.9198;256.0628575;150.6082432;229.6237609;202.6858973;77.04953141;80.11044418;76.17307667;131.0802;14.83;3.976873902;2.18;33.3517;;;;;;;;;;;14.12459155;2.160851692;18.49899863;5.21766628;11.75292506;9.750184463;9.802888163;12.80699905;10.64614736
Grünfutter;Weissklee;TR22-v;folgende;2;130;6.329498196;6.553795308;10.74137447;113.4107233;155.6288308;873.9896;233.3324899;167.0087721;254.2957829;223.0383348;88.63432983;77.93917574;74.8602071;126.0104;14.75;3.576319517;2.17;32.8924;;;;;;;;;;;12.5;2.187360664;16;5.051614045;11.482439;10.12916977;9.399705416;12.80873414;10
Grünfutter;Weissklee;TR23-v;folgende;3;140;6.27520387;6.478282725;10.67159095;112.3129346;151.4079884;879.0594;226.933;179.99;272.7327181;235.7114429;90.38806135;77.17457486;74.39733403;120.9406;14.63;3.4;2.16;32.4331;;;;;;;;;;;12;2.15;14.33461181;4.8;10.7;9;9;12.2;9.8
Grünfutter;Weissklee;TR24-v;folgende;4;145;6.097986167;6.238600612;10.43494977;109.6741013;144.3981857;888;216.344;197.98;287.9825204;262.508;74.85542271;74.94021029;73.58763567;112;14.47;3.3333;2.13;31.9738;;;;;;;;;;;11.91833351;2.020934812;14.3;4.404601513;9.74194217;8.3;8.239195772;11.40014509;9.482847964
Grünfutter;Weissklee;TR25-v;folgende;5;150;5.644133055;5.648342206;9.79660682;103.4334954;132.7873043;896.1865045;198.9164063;233.4027659;348.3053868;284.09;64.89086012;69.9551408;72.26960423;103.8134955;14.28;3.197350747;2.1;31.5145;;;;;;;;;;;11.01530015;1.762351003;14.28002758;3.939949786;8.928741847;7.851630186;7.439123433;9.991684057;8.613884733
Grünfutter;Rotklee;TP21-v;folgende;1;110;6.354859645;6.553242149;10.81543774;116.5550698;169.6083716;884.0340029;254.5267149;138.9482438;245.9046924;178.6951466;71.08785482;76.89164527;75.87198672;115.9659971;17.06;3.687739838;2.73;34.19506343;;;;;;;;;;;13.84681956;4.110774556;21.63565556;5.40891389;13.630463;12.22414539;11.14236261;14.6040675;13.52228473
Grünfutter;Rotklee;TP22-v;folgende;2;130;6.275190961;6.447874193;10.70644387;113.2267366;153.3660626;894.9192;229.8582173;160;268.236;177.9054057;93.65549322;75.9780495;74.32692333;105.0808;16.08;3.061617613;2.66;30;;;;;;;;;;;11.67748826;3.693267164;18.42353944;4.842978491;11.3929883;10.50097452;9.647381073;12.79513333;11.33659598
Grünfutter;Rotklee;TP23-v;folgende;3;150;5.933625659;6.00878374;10.22238666;106.5182944;133.5683009;904;200.087184;199.1348413;325.2372028;248.9773172;91.07073788;72.62978542;72.22974885;96;15.11;2.856620377;2.5;27.74358794;;;;;;;;;;;10.1;3.472222222;15.625;4.3;9.440104167;8.680555556;7.921006944;10.63368056;9.223090278
Grünfutter;Rotklee;TP24-v;folgende;4;170;5.598145587;5.575717962;9.745061126;100.5621521;119.2544456;912.6340066;178.768;237.717;377.182;291.968;95.11514419;69.15501233;70.5093211;87.36599341;14.17;2.6;2.25;26;;;;;;;;;;;9.081951672;2.872370595;13;3.766537429;8;7.5;6.8;9;8
Grünfutter;Rotklee;TP25-v;folgende;5;190;4.717024444;4.469413316;8.439827316;85.77368134;92.85070667;920.4664688;139.7906185;302.8416307;469.2264207;370.6178289;84.37034727;60.21400907;67.10653383;79.53353117;13.26;2.273782504;1.9;24.10827114;;;;;;;;;;;7.029306802;2.05472045;10.81431816;3.136152266;6.704877257;6.380447713;5.947874986;7.894452255;6.813020439
Grünfutter;Luzerne;MS21-v;folgende;1;130;6.207819635;6.350255769;10.62370012;117.6649683;183.494712;881.4328246;275.7179327;178.968328;276.3844601;241.2909435;52.97720548;74.93530274;76.91559543;118.61725;16.16;4.947129448;2.91;38.54702976;;;;;;;;;;;14.83616181;4.162664105;19.10556089;5.123278898;12.16778738;11.31390757;10.35329277;13.55534209;12.48799232
Grünfutter;Luzerne;MS22-v;folgende;2;140;5.836008361;5.868825124;10.09904382;110.9199552;162.9785815;901.7151985;244.4167452;232.4288;318.6397504;275.804;54;70.76778187;75.18989028;106.417;16.2;4.306574357;2.53;34;;;;;;;;;;;11.77741761;3.457590492;15.34305781;4.53808752;10.37277147;8.968125338;8.968125338;11.4532685;10.15667207
Grünfutter;Luzerne;MS23-v;folgende;3;160;5.324466558;5.218735;9.356207945;101.4318371;136.3636165;906;204.2709618;283.6775114;391.7449248;328.4558975;54.14824416;65.56838277;72.49174196;94;16.1;3.8;2.2;30.67458226;;;;;;;;;;;10;2.8;13;3.836582331;8.8;7.5;7.258399005;9.695147242;8.554541684
Grünfutter;Luzerne;MS24-v;folgende;4;180;4.702025308;4.45020716;8.417705311;90.98586968;115.6445707;907.2470816;173.4;327.0212;456.5633335;384.1689909;52.55808302;59.50827006;70.17457953;93.18925;15.84;3.453037955;1.93;28;;;;;;;;;;;9.227090432;2.277337399;11.71983253;3.35947717;7.639495809;6.812967144;6.424043414;8.22994378;7.508478927
Grünfutter;Luzerne;MS25-v;folgende;5;200;4.519285279;4.226979617;8.137379777;87.0294856;106.2815477;909.4581688;159.5490561;353.8597286;494.9866807;412.4675669;45.49896053;57.76700698;68.99900191;90.75625;15.42;3.192073476;1.71;25.35834382;;;;;;;;;;;8.494623656;2.258064516;10.96774194;3.2;7.096774194;6.559139785;6.129032258;8.1;7.096774194
Silage;G;G21-e;folgende;1;300-400;5.915098267;6.022066622;10.15498786;80.3771519;127.0928733;881.9679395;202.9934128;248.4640294;416.7535893;291.890642;31.92455612;73.82695424;84.13348714;118.8968357;6.555298;4.301057548;2.553738;30.9752955;0.4248225;4.652117333;2.52583;12.121989;400;145.2778575;35.8271815;0.3;0.02;;;;;;;;;;
Silage;G;G22-e;folgende;2;300-400;5.751998738;5.813813835;9.921599643;78.74057115;115.3714443;887.6981383;183.7569552;253.7760539;422.4072539;297.201329;33.69965966;72.29760243;82.61242093;112.9705039;6.555298;4.062359846;2.327611;30.3452955;0.4520625;4.957573333;2.26213;10.744712;250;131.2946925;32.6921815;0.1;0.02;;;;;;;;;;
Silage;G;G23-e;folgende;3;300-400;5.425148801;5.402921125;9.444435339;75.01530712;99.82936785;891.4491911;158.5579311;272.6201237;452.1476343;317.4815138;31.57605611;69.30624732;80.39640184;109.1762753;6.555298;3.823662145;2.145484;28.8152955;0.4637025;5.032789333;2.02693;9.617377;250;118.9058475;30.1071815;0.1;0.02;;;;;;;;;;
Silage;G;G24-e;folgende;4;300-400;5.173516407;5.085851019;9.075560467;71.81860668;88.3806768;895.5797752;140.2107579;283.8119271;468.6959818;333.2048101;29.96648358;66.86953225;78.56000472;104.9677452;6.555298;3.584964443;2.007357;26.3852955;0.4597425;4.877765333;1.82023;8.739984;250;108.1113225;28.0721815;0.1;0.02;;;;;;;;;;
Silage;G;G25-e;folgende;5;300-400;4.647024104;4.429454935;8.289499972;64.92596034;73.70724232;898.518778;116.9449076;309.7574245;510.4056666;365.3988277;25.83342023;61.28070188;76.03863397;102.3824168;6.555298;3.346266741;1.91323;23.0552955;0.4401825;4.492501333;1.64203;8.112533;150;98.9111175;26.5871815;0.1;0.02;;;;;;;;;;
Silage;GR;GR21-e;folgende;1;300-400;6.137939152;6.325403281;10.45102609;82.15374589;121.7675734;878.7649532;194.2698212;227.281641;379.0583057;271.6323199;47.11822169;76.86083087;83.56870324;122.4220465;6.555298;4.301057548;2.553738;30.9752955;0.4248225;5.861124;2.52583;11.3405765;400;116.27385;34.178232;0.3;0.02;;;;;;;;;;
Silage;GR;GR22-e;folgende;2;300-400;6.069296308;6.229383147;10.36304924;81.56903952;113.4816891;887.4406588;180.6786542;231.9457801;387.2131085;276.4384411;52.98181555;75.95744056;82.37118593;113.2487211;6.555298;4.062359846;2.327611;30.3452955;0.4520625;6.16658;2.26213;9.9632995;250;102.290685;31.043232;0.1;0.02;;;;;;;;;;
Silage;GR;GR23-e;folgende;3;300-400;5.744183206;5.814911413;9.898249504;78.01076325;100.289056;891.323044;159.2986594;246.7992318;413.4602473;294.6952373;48.22202758;72.87997983;80.46798665;109.4026274;6.555298;3.823662145;2.145484;28.8152955;0.4637025;6.241796;2.02693;8.8359645;250;89.90184;28.458232;0.1;0.02;;;;;;;;;;
Silage;GR;GR24-e;folgende;4;300-400;5.372554054;5.330145725;9.374330683;73.88363883;88.59737375;901.6345416;140.5513551;259.2667973;442.0114409;314.8391102;43.59403542;68.72245513;78.49311806;98.53990225;6.555298;3.584964443;2.007357;26.3852955;0.4597425;6.086772;1.82023;7.9585715;250;79.107315;26.423232;0.1;0.02;;;;;;;;;;
Silage;GR;GR25-e;folgende;5;300-400;4.981014885;4.833002249;8.802123156;68.44161974;75.07653789;909.0261153;119.1134129;285.6056223;479.5173833;343.2922836;38.31353928;64.27645114;76.11890553;91.2962963;6.555298;3.346266741;1.91323;23.0552955;0.4401825;5.701508;1.64203;7.3311205;150;69.90711;24.938232;0.1;0.02;;;;;;;;;;
Silage;A;E21-e;folgende;1;300-400;5.972654807;6.102384964;10.22948488;80.77695935;130.888516;876.3581464;209.2865998;223.2402398;365.3110559;271.4136367;31.61355267;74.64053584;84.64711065;124.5989897;8.247759;4.281164362;2.712963;32.4589545;0.320935;4.652117333;2.52583;12.121989;400;145.2778575;35.8271815;0.3;0.02;;;;;;;;;;
Silage;A;E22-e;folgende;2;300-400;5.824455115;5.913264348;10.01772056;79.34549082;119.3222435;881.8692344;190.2425661;229.0039759;372.8741496;278.0267024;35.77406489;73.26057377;83.21004999;118.8340441;8.247759;4.022573473;2.486836;31.8289545;0.348175;4.957573333;2.26213;10.744712;250;131.2946925;32.6921815;0.1;0.02;;;;;;;;;;
Silage;A;E23-e;folgende;3;300-400;5.469959068;5.464314212;9.504662611;75.59988021;105.4700806;885.4697739;167.6800106;246.3961663;399.0829895;295.5563874;32.91527255;69.85163028;81.31243912;115.2048875;8.247759;3.763982585;2.304709;30.2989545;0.359815;5.032789333;2.02693;9.617377;250;118.9058475;30.1071815;0.1;0.02;;;;;;;;;;
Silage;A;E24-e;folgende;4;300-400;5.271956457;5.211619222;9.218327862;73.23468487;95.27038775;891.1366422;151.2330224;257.3424631;414.8200483;313.2634714;30.6250331;67.85319493;79.71429558;109.4265216;8.247759;3.505391696;2.166582;27.8689545;0.355855;4.877765333;1.82023;8.739984;250;108.1113225;28.0721815;0.1;0.02;;;;;;;;;;
Silage;A;E25-e;folgende;5;300-400;4.869023634;4.709989777;8.6184533;68.13979883;81.74936944;893.1075448;129.6653289;283.5911264;454.0053887;342.8888748;27.10028964;63.9255579;77.51365943;107.9377488;8.247759;3.246800808;2.072455;24.5389545;0.336295;4.492501333;1.64203;8.112533;150;98.9111175;26.5871815;0.1;0.02;;;;;;;;;;
Silage;AR;ER21-e;folgende;1;300-400;6.126138483;6.310825548;10.43370874;82.02781806;127.0179271;874.5927948;202.9230095;208.0953896;340.2826806;257.715697;42.60277483;76.71016269;84.24982625;126.4979991;8.247759;4.281164362;2.712963;32.4589545;0.320935;5.861124;2.52583;11.3405765;400;116.27385;34.178232;0.3;0.02;;;;;;;;;;
Silage;AR;ER22-e;folgende;2;300-400;6.039743985;6.198348127;10.31338965;81.21030773;117.6014808;880.5886392;187.4364542;213.8730005;349.3002433;263.6670658;48.66498014;75.87030088;83.02045651;120.3369077;8.247759;4.022573473;2.486836;31.8289545;0.348175;6.16658;2.26213;9.9632995;250;102.290685;31.043232;0.1;0.02;;;;;;;;;;
Silage;AR;ER23-e;folgende;3;300-400;5.752474759;5.829158951;9.906095957;78.23629739;105.5295035;885.6986298;167.7753384;228.6111647;372.9877344;281.6031119;43.62531767;73.0226109;81.31667108;114.9579312;8.247759;3.763982585;2.304709;30.2989545;0.359815;6.241796;2.02693;8.8359645;250;89.90184;28.458232;0.1;0.02;;;;;;;;;;
Silage;AR;ER24-e;folgende;4;300-400;5.499294513;5.495201834;9.553951285;75.52455399;95.43040266;895.9665469;151.480798;242.5293124;398.1353021;301.0510058;40.40234423;70.10291218;79.65536093;104.3195136;8.247759;3.505391696;2.166582;27.8689545;0.355855;6.086772;1.82023;7.9585715;250;79.107315;26.423232;0.1;0.02;;;;;;;;;;
Silage;AR;ER25-e;folgende;5;300-400;5.052765773;4.935799371;8.895642142;70.11065731;82.73378049;897.0996086;131.2272514;268.1906163;433.5465879;327.0022073;35.51794168;65.74486796;77.6141343;103.7379381;8.247759;3.246800808;2.072455;24.5389545;0.336295;5.701508;1.64203;7.3311205;150;69.90711;24.938232;0.1;0.02;;;;;;;;;;
Silage;L;L21-e;folgende;1;300-400;6.288903794;6.508105039;10.67673518;83.66326645;150.2007386;868.1875596;241.3406819;181.1047486;275.967933;239.0355087;33.63704222;77.79569812;86.59941442;133.5286947;13.62216609;3.728652036;3.096776087;28.50985321;0.320935;5.861124;2.792304298;12.121989;400;145.2778575;35.8271815;0.3;0.02;;;;;;;;;;
Silage;L;L22-e;folgende;2;300-400;6.093478914;6.253364921;10.40529365;81.96248873;137.9117956;875.6423472;220.8981718;192.7067914;290.688197;247.8669642;38.10282628;75.67659754;85.38834698;125.6286154;13.62216609;3.503433997;2.838658049;27.94355953;0.348175;6.16658;2.528704298;10.744712;250;131.2946925;32.6921815;0.1;0.02;;;;;;;;;;
Silage;L;L23-e;folgende;3;300-400;5.804342025;5.880625674;9.996617164;79.30207588;128.6442524;879.8199944;205.564348;210.4809351;313.4194867;269.07626;36.4613255;72.65773534;84.34876876;121.3914985;13.62216609;3.278215958;2.630764857;26.56827487;0.359815;6.241796;2.293704298;9.617377;250;118.9058475;30.1071815;0.1;0.02;;;;;;;;;;
Silage;L;L24-e;folgende;4;300-400;5.626377142;5.64670357;9.748486457;77.70778431;119.1526343;888.084989;189.9312304;228.201632;333.9814802;292.8655979;32.61657805;70.64874333;83.08846057;112.8191489;13.62216609;3.052997919;2.47309651;24.38399924;0.355855;6.086772;2.087304298;8.739984;250;108.1113225;28.0721815;0.1;0.02;;;;;;;;;;
Silage;L;L25-e;folgende;5;300-400;5.065475123;4.932147618;8.934194183;72.0602569;106.3660397;894.0401696;169.1015149;264.9366578;385.0527824;324.9537878;27.71055765;64.65126384;81.2980566;106.8263763;13.62216609;2.82777988;2.365653009;21.39073263;0.336295;5.701508;1.909504298;8.112533;150;98.9111175;26.5871815;0.1;0.02;;;;;;;;;;
Silage;KF;DF21-e;folgende;1;300-400;6.012845757;6.196218586;10.2383415;80.32724028;121.420081;859.6732366;193.8213492;171.2265558;269.5040069;236.3191507;33.62853156;76.82702135;83.85007987;141.6121329;10.025686;4.511490358;3.340458;33.55209;0.320935;4.652117333;2.52583;13.484614;400;116.27385;40.737818;0.3;0.02;;;;;;;;;;
Silage;KF;DF22-e;folgende;2;300-400;5.959011565;6.127551852;10.16178979;79.77847337;115.5064664;862.7165108;184.1114366;175.4669336;273.1609177;239.5814556;41.2005471;76.35403056;83.06441894;138.5692861;10.025686;4.232001715;3.114331;32.92209;0.348175;4.957573333;2.26213;12.107337;250;102.290685;37.602818;0.1;0.02;;;;;;;;;;
Silage;KF;DF23-e;folgende;3;300-400;5.860684323;6.003097212;10.02066154;78.64894084;106.3290791;866.3243985;169.1429296;182.4169281;281.3426022;245.4321707;34.61238011;75.51924827;81.76390125;134.6087911;10.025686;3.952513073;2.932204;31.39209;0.359815;5.032789333;2.02693;10.980002;250;89.90184;35.017818;0.1;0.02;;;;;;;;;;
Silage;KF;DF24-e;folgende;4;300-400;5.796704595;5.917983248;9.93333218;77.87165499;99.8557815;871.4922122;158.6525782;188.365;289.1760018;253.4145308;32.11776104;74.82254109;80.73800612;129.2855925;10.025686;3.673024431;2.794077;28.96209;0.355855;4.877765333;1.82023;10.102609;250;79.107315;32.982818;0.1;0.02;;;;;;;;;;
Silage;KF;DF25-e;folgende;5;300-400;5.480910552;5.512076946;9.484182685;74.52106242;92.71663648;874.2186168;147.1681343;202.8901121;305.2118357;264.5732436;31.04766733;71.49783994;79.60564095;126.8160216;10.025686;3.393535788;2.69995;25.63209;0.336295;4.492501333;1.64203;9.475158;150;69.90711;31.497818;0.1;0.02;;;;;;;;;;
Silage;KG;DT21-e;folgende;1;300-400;6.019720711;6.202381147;10.25110699;80.44547735;123.2548248;858.7286517;196.8342878;186.8759132;292.1047535;248.2335825;38.63945772;76.77274945;84.06204887;141.7892135;14.62966318;4.736317922;3.218876342;33.58776883;0.320935;4.652117333;2.628804604;13.484614;400;116.27385;40.737818;0.3;0.02;;;;;;;;;;
Silage;KG;DT22-e;folgende;2;300-400;5.693088217;5.782948084;9.788395087;77.28415462;113.2296555;861.8267316;180.3897065;190.3422698;297.8235748;251.2060586;40.21429667;73.4312208;82.76235534;138.5202376;14.62966318;4.450234848;2.950581179;32.9570989;0.348175;4.957573333;2.365204604;12.107337;250;102.290685;37.602818;0.1;0.02;;;;;;;;;;
Silage;KG;DT23-e;folgende;3;300-400;5.363029909;5.352586732;9.324080366;74.26395042;111.7697031;864.8226435;177.9934798;200.4398765;322.4239442;261.0169369;39.33472571;69.50561907;82.51773276;135.3596332;14.62966318;4.164151774;2.734491136;31.42547192;0.359815;5.032789333;2.130204604;10.980002;250;89.90184;35.017818;0.1;0.02;;;;;;;;;;
Silage;KG;DT24-e;folgende;4;300-400;5.076761313;4.986366919;8.910303547;71.4080941;105.690398;868.3715665;168.0955799;205.5268208;332.273317;267.9029181;37.84429184;66.3065352;81.62276708;131.5971112;14.62966318;3.878068701;2.570606213;28.99288789;0.355855;4.877765333;1.923804604;10.102609;250;79.107315;32.982818;0.1;0.02;;;;;;;;;;
Silage;KG;DT25-e;folgende;5;300-400;4.487916822;4.244587193;8.037207957;65.45019397;99.91384967;870.3536867;158.7472457;216.3231667;355.3886165;278.9790955;37.07912329;59.50673102;80.75276365;129.8775131;14.62966318;3.591985627;2.45892641;25.65934681;0.336295;4.492501333;1.746004604;9.475158;150;69.90711;31.497818;0.1;0.02;;;;;;;;;;
Silage;Knaulgras;DA21-e;folgende;1;300-400;5.906464191;6.011721418;10.14189742;80.27489732;121.5939173;885.2150103;193.9439894;274.4225798;477.8078157;312.897767;34.52592593;73.83406656;83.43490613;115.6536261;3.77;4.622687579;2.15;44.14401421;;;;;;;;;;;;;;;;;;;
Silage;Knaulgras;DA22-e;folgende;2;300-400;5.747062177;5.80482948;9.917454585;78.62676689;109.6566546;893.0014333;174.4364943;280.7296429;479.4428775;316.1173646;31.81233333;72.23492088;81.76486325;107.583871;4.26;4.290578624;2.09;35.34050055;;;;;;;;;;;;;;;;;;;
Silage;Knaulgras;DA23-e;folgende;3;300-400;5.321680454;5.262528478;9.303450602;73.87488568;94.60982533;899.3478895;150.1605479;308.797998;505.8503525;343.9946387;31.40664151;67.94888489;79.47701267;101.0731504;4.56;3.9277;2.04;32.64564827;;;;;;;;;;;;;;;;;;;
Silage;Knaulgras;DA24-e;folgende;4;300-400;4.831339397;4.652233026;8.572704869;67.71502422;79.76108141;900.6754803;126.5143902;319.4473931;530.256;358.4310191;29.60069811;63.15015709;77.05622745;100.0564286;4.67;3.9280508;2.01;31.533;;;;;;;;;;;;;;;;;;;
Silage;Knaulgras;DA25-e;folgende;5;300-400;4.482620648;4.226524749;8.039973331;60.68259303;60.23240526;905.0021332;95.77171737;348.9646602;574.7004502;396.6731655;24.48877989;58.99559631;73.46026557;95.68078125;4.58;3.539105199;1.99;32.09365023;;;;;;;;;;;;;;;;;;;
Silage;Englisches Raigras ;LP21-e;folgende;1;300-400;6.044665987;6.195398421;10.33087681;81.41001073;115.3545409;887.1957371;183.7319146;235.8296129;399.6018205;273.5668673;55.62022578;75.59063789;82.61879419;113.4803491;4.55;4.444080343;2.07;39.75878154;;;;;;;;;;;;;;;;;;;
Silage;Englisches Raigras ;LP22-e;folgende;2;300-400;5.983833268;6.108333877;10.25477684;80.89028595;109.9668044;895.0903132;174.9312345;237.4678326;405.3677506;278.3245128;66.30281003;74.69707262;81.77068078;105.4087435;4.64;3.941809731;2.16;33.09807951;;;;;;;;;;;;;;;;;;;
Silage;Englisches Raigras ;LP23-e;folgende;3;300-400;5.679495877;5.716789206;9.822404001;77.34390019;94.76943286;903.026287;150.4104;244.36243;437.4216858;292.7824859;60.00834641;71.70702582;79.44027203;97.27586207;4.64;3.630231819;2.16;29.02763468;;;;;;;;;;;;;;;;;;;
Silage;Englisches Raigras ;LP24-e;folgende;4;300-400;5.427045177;5.392959051;9.46022665;74.08378641;83.8629378;909.1937629;133.0182;257.9847513;467.8459197;315.2987252;52.43557454;69.14478396;77.60691311;91.03138452;4.55;3.5917;2.07;28.7928;;;;;;;;;;;;;;;;;;;
Silage;Englisches Raigras ;LP25-e;folgende;5;300-400;4.773939105;4.56903931;8.497999466;65.56548533;69.63620058;914.025974;110.5472739;291.3137536;518.0726794;352.1549732;45.36237402;61.71735811;75.08382511;86.31578947;4.36;3.137359697;1.89;26.713999;;;;;;;;;;;;;;;;;;;
Silage;Italienisches Raigras;LM21-e;folgende;1;300-400;5.961433974;6.096226282;10.20429416;80.42395568;112.5227603;884.1150867;179.1343311;223.3823529;400.4838454;278.5799937;68.97628788;75.06875659;82.30672736;116.9306305;4.59;4.759141128;2.28;42.87727402;;;;;;;;;;;;;;;;;;;
Silage;Italienisches Raigras;LM22-e;folgende;2;300-400;5.711395686;5.772541742;9.851818352;77.5976625;98.13296238;892.9186962;155.8264806;246.3328584;421.6903891;285.1978353;65.9260975;72.55433875;80.12526986;108.0454224;4.45;3.996555129;2.39;34.48187214;;;;;;;;;;;;;;;;;;;
Silage;Italienisches Raigras;LM23-e;folgende;3;300-400;5.148062682;5.03787277;9.05432154;71.31464203;82.88284511;908.5220375;131.463059;276.8232115;468.8316549;318.7624609;56.64988291;66.10429403;77.45323131;91.5939721;4.34;3.513797034;2.38;26.7975011;;;;;;;;;;;;;;;;;;;
Silage;Italienisches Raigras;LM24-e;folgende;4;300-400;4.329868316;4.007698231;7.834646019;60.84729833;66.33444493;920.3015343;105.3670323;305.1691558;527.9798918;356.5702655;56.66730389;56.46835356;74.390749;79.33633909;4.25;3.081325616;2.26;22.5916457;;;;;;;;;;;;;;;;;;;
Silage;Italienisches Raigras;LM25-e;folgende;5;300-400;3.918896388;3.514277963;7.189672709;53.3620426;51.16818134;922.6074668;81.61102564;305.192292;526.6043595;356.2576755;48.88866758;51.69604929;71.46607323;77.13428143;4.19;2.47339136;2.01;19.06369022;;;;;;;;;;;;;;;;;;;
Silage;Wiesen-Fuchsschwanz;AP21-e;folgende;1;300-400;5.670104757;5.667090385;9.849416508;78.85536274;134.8978205;898.2663044;215.7286987;280.172721;469.1813493;318.0070191;20.05805499;69.54224512;84.71216207;101.9294419;2.5;4.514401797;1.57;41.1404738;;;;;;;;;;;;;;;;;;;
Silage;Wiesen-Fuchsschwanz;AP22-e;folgende;2;300-400;5.208168539;5.094450666;9.162307757;74.02963298;115.8443312;899.412647;184.4692454;286.1938818;480.295035;322.8041447;22.51148222;65.37018517;82.47255033;100.9256533;2.75;4.055936887;1.56;34.38021259;;;;;;;;;;;;;;;;;;;
Silage;Wiesen-Fuchsschwanz;AP23-e;folgende;3;300-400;4.608955747;4.363753061;8.249550829;66.48239036;88.42439452;900.5589092;140.2766729;298.43808;536.7719273;338.4403089;20.93091928;60.03764906;78.48729576;99.93085172;3.03;3.7668;1.55;28.28244355;;;;;;;;;;;;;;;;;;;
Silage;Wiesen-Fuchsschwanz;AP24-e;folgende;4;300-400;4.3049074;3.993292345;7.781631936;62.36727902;78.21106955;901.6985941;124.0615194;308.0266436;539.2857201;363.2690587;19.757;56.9875533;76.77320105;98.86839529;3.34;3.695975447;1.53;27.8062;;;;;;;;;;;;;;;;;;;
Silage;Wiesen-Fuchsschwanz;AP25-e;folgende;5;300-400;3.807945915;3.389705244;7.007193786;56.17120851;69.51635582;903.8292955;110.3474095;329.5340867;589.7146856;400.3751991;16.37401326;51.37056481;75.20604593;96.71040964;3.69;3.243196269;1.5;24.85750044;;;;;;;;;;;;;;;;;;;
Silage;Weissklee;TR21-e;folgende;1;300-400;6.331548844;6.555978956;10.74478432;84.3879834;167.3596818;861.1355241;269.8508575;163.0789895;221.0840343;224.1238287;26.87774351;78.0956352;87.82558419;140.8805888;14.83;3.976873902;2.18;33.3517;;;;;;;;;;;;;;;;;;;
Silage;Weissklee;TR22-e;folgende;2;300-400;6.145775563;6.320378175;10.47938344;82.37016742;152.8262652;866.1335137;245.7133975;180.0877723;244.3233993;245.3421683;30.91895227;76.1824537;86.82549143;135.1747927;14.75;3.576319517;2.17;32.8924;;;;;;;;;;;;;;;;;;;
Silage;Weissklee;TR23-e;folgende;3;300-400;6.022555829;6.154853813;10.31328226;81.35490277;148.5833872;871.1399459;238.6205365;193.5152601;260.4289865;258.3562104;31.53071908;74.59932494;86.4130405;129.5792143;14.63;3.295075456;2.16;32.4331;;;;;;;;;;;;;;;;;;;
Silage;Weissklee;TR24-e;folgende;4;300-400;5.759804587;5.804615775;9.95370585;79.17112393;142.1905057;879.9909808;227.9338571;212.3584358;275.4160104;286.9790847;25.53890893;71.30347382;85.71054857;119.9292035;14.47;3.3333;2.13;31.9738;;;;;;;;;;;;;;;;;;;
Silage;Weissklee;TR25-e;folgende;5;300-400;5.017853212;4.852205692;8.883622139;72.27883504;131.3003944;888.1036499;209.8659333;250.074392;331.0747317;308.947875;22.40279695;62.83978572;84.47541871;111.1631235;14.28;3.197350747;2.1;31.5145;;;;;;;;;;;;;;;;;;;
Silage;Rotklee;TP21-e;folgende;1;300-400;6.151323639;6.291733803;10.527839;83.22714839;165.9049948;877.1274872;267.302187;151.2991988;236.5665395;203.6293532;25.72703317;74.86491836;87.56185541;123.7714008;17.06;3.687739838;2.73;34.19506343;;;;;;;;;;;;;;;;;;;
